emissivity,albedo,thermal conductivity ,density ,specific heat capacity,beaming factor,layer thickness,n_layers,solar distance,solar luminosity ,sunlight direction,timesteps per day,rotation period hours,max days,convergence target,ra degrees,dec degrees
,,,493.53,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.54,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.55,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.56,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.57,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.58,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.59,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.6,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.61,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.62,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.63,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.64,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.65,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.66,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.67,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.68,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.69,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.7,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.71,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.72,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.73,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.74,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.75,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.76,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.77,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.78,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.79,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.8,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.81,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.82,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.83,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.84,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.85,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.86,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.87,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.88,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.89,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.9,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.91,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.92,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.93,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.94,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.95,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.96,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.97,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.98,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,493.99,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.01,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.02,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.03,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.04,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.05,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.06,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.07,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.08,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.09,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.1,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.11,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.12,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.13,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.14,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.15,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.16,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.17,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.18,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.19,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.2,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.21,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.22,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.23,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.24,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.25,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.26,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.27,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.28,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.29,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.3,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.31,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.32,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.33,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.34,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.35,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.36,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.37,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.38,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.39,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.4,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.41,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.42,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.43,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.44,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.45,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.46,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.47,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.48,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.49,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.5,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.51,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.52,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.53,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.54,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.55,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.56,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.57,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.58,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.59,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.6,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.61,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.62,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.63,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.64,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.65,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.66,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.67,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.68,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.69,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.7,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.71,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.72,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.73,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.74,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.75,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.76,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.77,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.78,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.79,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.8,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.81,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.82,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.83,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.84,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.85,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.86,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.87,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.88,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.89,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.9,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.91,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.92,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.93,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.94,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.95,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.96,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.97,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.98,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,494.99,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.01,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.02,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.03,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.04,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.05,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.06,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.07,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.08,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.09,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.1,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.11,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.12,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.13,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.14,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.15,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.16,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.17,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.18,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.19,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.2,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.21,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.22,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.23,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.24,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.25,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.26,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.27,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.28,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.29,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.3,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.31,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.32,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.33,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.34,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.35,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.36,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.37,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.38,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.39,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.4,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.41,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.42,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.43,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.44,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.45,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.46,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.47,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.48,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.49,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.5,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.51,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.52,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.53,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.54,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.55,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.56,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.57,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.58,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.59,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.6,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.61,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.62,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.63,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.64,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.65,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.66,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.67,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.68,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.69,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.7,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.71,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.72,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.73,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.74,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.75,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.76,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.77,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.78,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.79,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.8,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.81,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.82,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.83,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.84,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.85,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.86,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.87,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.88,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.89,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.9,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.91,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.92,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.93,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.94,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.95,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.96,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.97,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.98,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,495.99,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.01,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.02,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.03,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.04,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.05,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.06,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.07,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.08,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.09,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.1,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.11,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.12,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.13,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.14,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.15,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.16,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.17,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.18,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.19,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.2,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.21,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.22,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.23,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.24,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.25,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.26,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.27,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.28,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.29,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.3,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.31,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.32,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.33,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.34,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.35,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.36,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.37,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.38,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.39,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.4,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.41,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.42,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.43,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.44,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.45,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.46,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.47,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.48,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.49,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.5,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.51,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.52,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.53,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.54,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.55,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.56,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.57,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.58,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.59,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.6,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.61,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.62,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.63,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.64,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.65,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.66,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.67,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.68,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.69,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.7,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.71,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.72,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.73,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.74,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.75,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.76,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.77,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.78,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.79,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.8,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.81,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.82,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.83,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.84,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.85,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.86,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.87,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.88,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.89,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.9,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.91,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.92,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.93,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.94,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.95,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.96,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.97,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.98,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,496.99,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
